locus_tag	ftype	length_bp	gene	EC_number	COG	product
HNJIGEIF_02879	CDS	3579	cheB_2	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
HNJIGEIF_02880	CDS	813	uppP	3.6.1.27		Undecaprenyl-diphosphatase
HNJIGEIF_02881	CDS	216				hypothetical protein
HNJIGEIF_02882	CDS	816				hypothetical protein
HNJIGEIF_02883	CDS	1299	der		COG1160	GTPase Der
HNJIGEIF_02884	CDS	780				hypothetical protein
HNJIGEIF_02885	CDS	705				hypothetical protein
HNJIGEIF_02886	CDS	1035	pqiB		COG3008	Intermembrane transport protein PqiB
HNJIGEIF_02887	CDS	768	mkl_2		COG1127	putative ribonucleotide transport ATP-binding protein mkl
HNJIGEIF_02888	CDS	1116				hypothetical protein
HNJIGEIF_02889	CDS	414				hypothetical protein
HNJIGEIF_02890	CDS	687	pal_3			Peptidoglycan-associated lipoprotein
HNJIGEIF_02891	CDS	984	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
HNJIGEIF_02892	CDS	1389	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
HNJIGEIF_02893	CDS	2811				hypothetical protein
HNJIGEIF_02894	CDS	525	mmpR5			HTH-type transcriptional regulator MmpR5
HNJIGEIF_02895	CDS	2301				hypothetical protein
HNJIGEIF_02896	CDS	2982	btuB_13			Vitamin B12 transporter BtuB
HNJIGEIF_02897	CDS	3429	rcsC_31	2.7.13.3		Sensor histidine kinase RcsC
HNJIGEIF_02898	CDS	192				hypothetical protein
HNJIGEIF_02899	CDS	1620				hypothetical protein
HNJIGEIF_02900	CDS	1083	ccpA_2		COG1609	Catabolite control protein A
HNJIGEIF_02901	CDS	2997	susC			TonB-dependent receptor SusC
HNJIGEIF_02902	CDS	1644	susD			Starch-binding protein SusD
HNJIGEIF_02903	CDS	1446				hypothetical protein
HNJIGEIF_02904	CDS	4029	glgB_3	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
HNJIGEIF_02905	CDS	417				hypothetical protein
HNJIGEIF_02906	CDS	1884	tvaII_2	3.2.1.135		Neopullulanase 2
HNJIGEIF_02907	CDS	456				hypothetical protein
HNJIGEIF_02908	CDS	711				hypothetical protein
HNJIGEIF_02909	CDS	1260				hypothetical protein
HNJIGEIF_02910	CDS	3186				TonB-dependent receptor P26
HNJIGEIF_02911	CDS	1626				hypothetical protein
HNJIGEIF_02912	CDS	2625	chb	3.2.1.52		Chitobiase
HNJIGEIF_02913	CDS	288				hypothetical protein
HNJIGEIF_02914	CDS	1026	purR		COG1609	HTH-type transcriptional repressor PurR
HNJIGEIF_02915	CDS	1131				hypothetical protein
HNJIGEIF_02916	CDS	1845				hypothetical protein
HNJIGEIF_02917	CDS	2913	nagZ	3.2.1.52		Beta-hexosaminidase
HNJIGEIF_02918	CDS	915	murK	2.7.1.-	COG2971	N-acetylmuramic acid/N-acetylglucosamine kinase
HNJIGEIF_02919	CDS	1554	sglT_4			Sodium/glucose cotransporter
HNJIGEIF_02920	CDS	171				hypothetical protein
HNJIGEIF_02921	CDS	240				hypothetical protein
HNJIGEIF_02922	CDS	348				hypothetical protein
HNJIGEIF_02923	CDS	366				hypothetical protein
HNJIGEIF_02924	tRNA	76				tRNA-Met(cat)
HNJIGEIF_02925	CDS	471				hypothetical protein
HNJIGEIF_02926	CDS	1542				hypothetical protein
HNJIGEIF_02927	CDS	1194	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
HNJIGEIF_02928	CDS	987				putative epimerase/dehydratase
HNJIGEIF_02929	CDS	498	decR		COG1522	DNA-binding transcriptional activator DecR
HNJIGEIF_02930	CDS	1341	glnA	6.3.1.2		Glutamine synthetase
HNJIGEIF_02931	CDS	1299	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
HNJIGEIF_02932	CDS	1863		3.2.1.28	COG3387	Trehalase
HNJIGEIF_02933	CDS	510				hypothetical protein
HNJIGEIF_02934	CDS	498				hypothetical protein
HNJIGEIF_02935	CDS	348				hypothetical protein
HNJIGEIF_02936	CDS	1173				hypothetical protein
HNJIGEIF_02937	CDS	2283	btuB_14			Vitamin B12 transporter BtuB
HNJIGEIF_02938	CDS	375	nqo7	7.1.1.-	COG0838	NADH-quinone oxidoreductase subunit 7
HNJIGEIF_02939	CDS	642	ndhK	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit K, chloroplastic
HNJIGEIF_02940	CDS	705	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
HNJIGEIF_02941	CDS	1356	nqo4	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit 4
HNJIGEIF_02942	CDS	678				hypothetical protein
HNJIGEIF_02943	CDS	1362	nqo1	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit 1
HNJIGEIF_02944	CDS	441				hypothetical protein
HNJIGEIF_02945	CDS	1740				hypothetical protein
HNJIGEIF_02946	CDS	591				hypothetical protein
HNJIGEIF_02947	CDS	384				hypothetical protein
HNJIGEIF_02948	CDS	651				hypothetical protein
HNJIGEIF_02949	CDS	1704	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
HNJIGEIF_02950	CDS	738	lspA	3.4.23.36		Lipoprotein signal peptidase
HNJIGEIF_02951	CDS	1815	lepA	3.6.5.-	COG0481	Elongation factor 4
HNJIGEIF_02952	CDS	873				hypothetical protein
HNJIGEIF_02953	CDS	1179				hypothetical protein
HNJIGEIF_02954	CDS	978				hypothetical protein
HNJIGEIF_02955	CDS	1050	kefC_5			Glutathione-regulated potassium-efflux system protein KefC
HNJIGEIF_02956	CDS	516				hypothetical protein
HNJIGEIF_02957	CDS	789				hypothetical protein
HNJIGEIF_02958	CDS	1200				hypothetical protein
HNJIGEIF_02959	CDS	510	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
HNJIGEIF_02960	CDS	1455	aam	3.5.1.13	COG0154	Acylamidase
HNJIGEIF_02961	CDS	1086				hypothetical protein
HNJIGEIF_02962	CDS	756	btsR_4		COG3279	Transcriptional regulatory protein BtsR
HNJIGEIF_02963	CDS	2949	tolB_8			Tol-Pal system protein TolB
HNJIGEIF_02964	CDS	1260				hypothetical protein
HNJIGEIF_02965	CDS	885	thyA	2.1.1.45	COG0207	Thymidylate synthase
HNJIGEIF_02966	CDS	288				hypothetical protein
HNJIGEIF_02967	CDS	384	apaG		COG2967	Protein ApaG
HNJIGEIF_02968	CDS	759	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
HNJIGEIF_02969	CDS	1899	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
HNJIGEIF_02970	CDS	1365				hypothetical protein
HNJIGEIF_02971	CDS	411				hypothetical protein
HNJIGEIF_02972	CDS	435				hypothetical protein
HNJIGEIF_02973	CDS	1083				hypothetical protein
HNJIGEIF_02974	CDS	597	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
HNJIGEIF_02975	CDS	396				hypothetical protein
HNJIGEIF_02976	CDS	1098	opuAA_2	7.6.2.9	COG4175	Glycine betaine transport ATP-binding protein OpuAA
HNJIGEIF_02977	CDS	885	opuAB		COG4176	Glycine betaine transport system permease protein OpuAB
HNJIGEIF_02978	CDS	996				hypothetical protein
HNJIGEIF_02979	CDS	1020				hypothetical protein
HNJIGEIF_02980	CDS	1383				hypothetical protein
HNJIGEIF_02981	CDS	801				IS982 family transposase ISClce1
HNJIGEIF_02982	CDS	1008				hypothetical protein
HNJIGEIF_02983	CDS	1242	pbuE		COG2814	Purine efflux pump PbuE
HNJIGEIF_02984	CDS	2832				hypothetical protein
HNJIGEIF_02985	CDS	1632				hypothetical protein
HNJIGEIF_02986	CDS	1152				hypothetical protein
HNJIGEIF_02987	CDS	1173				hypothetical protein
HNJIGEIF_02988	CDS	711	phoU_2		COG0704	Phosphate-specific transport system accessory protein PhoU 
HNJIGEIF_02989	CDS	1212	pimB_3	2.4.1.346	COG0438	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
HNJIGEIF_02990	CDS	1236	mgtA	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
HNJIGEIF_02991	CDS	2619				hypothetical protein
HNJIGEIF_02992	CDS	372				hypothetical protein
HNJIGEIF_02993	CDS	699				hypothetical protein
HNJIGEIF_02994	CDS	2946	uvrA_2		COG0178	UvrABC system protein A
HNJIGEIF_02995	CDS	1170	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
HNJIGEIF_02996	CDS	822				hypothetical protein
HNJIGEIF_02997	CDS	963				hypothetical protein
HNJIGEIF_02998	CDS	621				hypothetical protein
HNJIGEIF_02999	CDS	1242	cpg2	3.4.17.11		Carboxypeptidase G2
HNJIGEIF_03000	CDS	1047				hypothetical protein
HNJIGEIF_03001	CDS	3243	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
HNJIGEIF_03002	CDS	477	dksA			RNA polymerase-binding transcription factor DksA
HNJIGEIF_03003	CDS	609	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
HNJIGEIF_03004	CDS	978	prs2	2.7.6.1		Putative ribose-phosphate pyrophosphokinase 2
HNJIGEIF_03005	CDS	378				hypothetical protein
HNJIGEIF_03006	CDS	444				hypothetical protein
HNJIGEIF_03007	CDS	798	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
HNJIGEIF_03008	CDS	741				hypothetical protein
HNJIGEIF_03009	CDS	1026	zapE			Cell division protein ZapE
HNJIGEIF_03010	CDS	1827	typA		COG1217	GTP-binding protein TypA/BipA
HNJIGEIF_03011	CDS	576				hypothetical protein
HNJIGEIF_03012	CDS	972	dnaJ_4		COG0484	Chaperone protein DnaJ
HNJIGEIF_03013	CDS	1521	accA1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
HNJIGEIF_03014	CDS	708				hypothetical protein
HNJIGEIF_03015	CDS	1026				hypothetical protein
HNJIGEIF_03016	CDS	5964	rcsC_32	2.7.13.3		Sensor histidine kinase RcsC
HNJIGEIF_03017	CDS	207				hypothetical protein
HNJIGEIF_03018	CDS	384				hypothetical protein
HNJIGEIF_03019	CDS	2151	sasA_10	2.7.-.-		Adaptive-response sensory-kinase SasA
HNJIGEIF_03020	CDS	3216	mdtB_4			Multidrug resistance protein MdtB
HNJIGEIF_03021	CDS	429				hypothetical protein
HNJIGEIF_03022	CDS	1251	mdtA_2			Multidrug resistance protein MdtA
HNJIGEIF_03023	CDS	1491	ttgC		COG1538	putative efflux pump outer membrane protein TtgC
HNJIGEIF_03024	CDS	678	rutR		COG1309	HTH-type transcriptional regulator RutR
HNJIGEIF_03025	CDS	489	ppiB	5.2.1.8	COG0652	putative peptidyl-prolyl cis-trans isomerase
HNJIGEIF_03026	CDS	1371	oah1	2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase 1
HNJIGEIF_03027	CDS	1059	metXA	2.3.1.31	COG2021	Homoserine O-acetyltransferase
HNJIGEIF_03028	CDS	807				hypothetical protein
HNJIGEIF_03029	CDS	1125	thrA_3		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
HNJIGEIF_03030	CDS	4020	rcsC_33	2.7.13.3		Sensor histidine kinase RcsC
HNJIGEIF_03031	CDS	732	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
HNJIGEIF_03032	CDS	1743	sdhA_2	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
HNJIGEIF_03033	CDS	453				hypothetical protein
HNJIGEIF_03034	CDS	462				hypothetical protein
HNJIGEIF_03035	CDS	1167	citZ	2.3.3.16	COG0372	Citrate synthase 2
HNJIGEIF_03036	CDS	1791	rne	3.1.26.12		Ribonuclease E
HNJIGEIF_03037	CDS	285				hypothetical protein
HNJIGEIF_03038	CDS	876	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
HNJIGEIF_03039	CDS	429	yqhS	4.2.1.10	COG0757	3-dehydroquinate dehydratase
HNJIGEIF_03040	CDS	477				hypothetical protein
HNJIGEIF_03041	CDS	1698	murJ		COG0728	putative lipid II flippase MurJ
HNJIGEIF_03042	CDS	567				hypothetical protein
HNJIGEIF_03043	CDS	720	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
HNJIGEIF_03044	CDS	552				hypothetical protein
HNJIGEIF_03045	CDS	1044	yqeN		COG1466	putative protein YqeN
HNJIGEIF_03046	CDS	633				hypothetical protein
HNJIGEIF_03047	tRNA	75				tRNA-Val(cac)
HNJIGEIF_03048	CDS	561				hypothetical protein
HNJIGEIF_03049	CDS	405	ywle	3.9.1.2		Protein-arginine-phosphatase
HNJIGEIF_03050	CDS	258				hypothetical protein
HNJIGEIF_03051	CDS	789	aviRb	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
HNJIGEIF_03052	CDS	1305	gdhA_2	1.4.1.3	COG0334	Glutamate dehydrogenase
HNJIGEIF_03053	CDS	1995				hypothetical protein
HNJIGEIF_03054	CDS	1575	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
HNJIGEIF_03055	CDS	414				hypothetical protein
HNJIGEIF_03056	CDS	660				hypothetical protein
HNJIGEIF_03057	CDS	696	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
HNJIGEIF_03058	CDS	492				hypothetical protein
HNJIGEIF_03059	CDS	2280	pcrA_2	3.6.4.12		ATP-dependent DNA helicase PcrA
HNJIGEIF_03060	CDS	921	soj_3	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
HNJIGEIF_03061	CDS	981	spo0J		COG1475	Stage 0 sporulation protein J
HNJIGEIF_03062	CDS	696				hypothetical protein
HNJIGEIF_03063	CDS	1314	bioF	2.3.1.47		8-amino-7-oxononanoate synthase
HNJIGEIF_03064	CDS	1170	yghO			Protein YghO
HNJIGEIF_03065	CDS	699	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
HNJIGEIF_03066	CDS	642				hypothetical protein
HNJIGEIF_03067	CDS	708	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
HNJIGEIF_03068	CDS	1536				hypothetical protein
HNJIGEIF_03069	CDS	507	ssb		COG0629	Single-stranded DNA-binding protein
HNJIGEIF_03070	CDS	816	bphD	3.7.1.8	COG0596	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase
HNJIGEIF_03071	CDS	330				hypothetical protein
HNJIGEIF_03072	CDS	825				hypothetical protein
HNJIGEIF_03073	CDS	645	udk	2.7.1.48	COG0572	Uridine kinase
HNJIGEIF_03074	CDS	771	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
HNJIGEIF_03075	CDS	798	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
HNJIGEIF_03076	CDS	837				hypothetical protein
HNJIGEIF_03077	CDS	834	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
HNJIGEIF_03078	CDS	837	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
HNJIGEIF_03079	CDS	735				hypothetical protein
HNJIGEIF_03080	CDS	831				hypothetical protein
HNJIGEIF_03081	CDS	747				hypothetical protein
HNJIGEIF_03082	CDS	1311	nupX		COG1972	Putative nucleoside permease NupX
HNJIGEIF_03083	CDS	2031				hypothetical protein
HNJIGEIF_03084	CDS	2361	pcrA_3	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
HNJIGEIF_03085	CDS	387				hypothetical protein
HNJIGEIF_03086	CDS	516				hypothetical protein
HNJIGEIF_03087	CDS	900				hypothetical protein
HNJIGEIF_03088	CDS	840	dat	2.6.1.21		D-alanine aminotransferase
HNJIGEIF_03089	CDS	372				hypothetical protein
HNJIGEIF_03090	CDS	648	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
HNJIGEIF_03091	CDS	744				hypothetical protein
HNJIGEIF_03092	CDS	861	putB	1.5.5.2	COG0506	Proline dehydrogenase 2
HNJIGEIF_03093	CDS	546	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
HNJIGEIF_03094	CDS	858	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
HNJIGEIF_03095	CDS	408	IMPDH_3	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
HNJIGEIF_03096	CDS	1698	pyrG	6.3.4.2		CTP synthase
HNJIGEIF_03097	CDS	651	lexA_2	3.4.21.88		LexA repressor
HNJIGEIF_03098	CDS	438	mraZ			Transcriptional regulator MraZ
HNJIGEIF_03099	CDS	1011	rsmH_2	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
HNJIGEIF_03100	CDS	498				hypothetical protein
HNJIGEIF_03101	CDS	1947	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
HNJIGEIF_03102	CDS	1539	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
HNJIGEIF_03103	CDS	1158	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
HNJIGEIF_03104	CDS	1446	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
HNJIGEIF_03105	CDS	1170	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
HNJIGEIF_03106	CDS	1113	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
HNJIGEIF_03107	CDS	1377	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
HNJIGEIF_03108	CDS	780	ftsQ			Cell division protein FtsQ
HNJIGEIF_03109	CDS	1260	ftsA		COG0849	Cell division protein FtsA
HNJIGEIF_03110	CDS	1320	ftsZ			Cell division protein FtsZ
HNJIGEIF_03111	CDS	1695				hypothetical protein
HNJIGEIF_03112	CDS	573				hypothetical protein
HNJIGEIF_03113	CDS	1170	tuaC	2.4.-.-	COG0438	Putative teichuronic acid biosynthesis glycosyltransferase TuaC
HNJIGEIF_03114	CDS	2304				hypothetical protein
HNJIGEIF_03115	CDS	2700				hypothetical protein
HNJIGEIF_03116	CDS	1149				hypothetical protein
HNJIGEIF_03117	CDS	207				hypothetical protein
HNJIGEIF_03118	CDS	333				hypothetical protein
HNJIGEIF_03119	CDS	390			COG3039	IS5 family transposase IS1648
HNJIGEIF_03120	CDS	390			COG3039	IS5 family transposase IS1648
HNJIGEIF_03121	CDS	333				hypothetical protein
HNJIGEIF_03122	CDS	453				hypothetical protein
HNJIGEIF_03123	CDS	525				hypothetical protein
HNJIGEIF_03124	CDS	462				hypothetical protein
HNJIGEIF_03125	CDS	726	nreC		COG2197	Oxygen regulatory protein NreC
HNJIGEIF_03126	CDS	189				hypothetical protein
HNJIGEIF_03127	CDS	192				hypothetical protein
HNJIGEIF_03128	CDS	657				hypothetical protein
HNJIGEIF_03129	CDS	528				hypothetical protein
HNJIGEIF_03130	CDS	1464				hypothetical protein
HNJIGEIF_03131	CDS	720				hypothetical protein
HNJIGEIF_03132	CDS	381				hypothetical protein
HNJIGEIF_03133	CDS	630				hypothetical protein
HNJIGEIF_03134	CDS	348				hypothetical protein
HNJIGEIF_03135	CDS	108				hypothetical protein
HNJIGEIF_03136	CDS	3516				hypothetical protein
HNJIGEIF_03137	CDS	984				hypothetical protein
HNJIGEIF_03138	CDS	273				hypothetical protein
HNJIGEIF_03139	CDS	576	xerD_3		COG4974	Tyrosine recombinase XerD
HNJIGEIF_03140	CDS	831				hypothetical protein
HNJIGEIF_03141	CDS	141				hypothetical protein
HNJIGEIF_03142	CDS	2979	btuB_15			Vitamin B12 transporter BtuB
HNJIGEIF_03143	CDS	1827	cpdA_6	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
HNJIGEIF_03144	CDS	120				hypothetical protein
HNJIGEIF_03145	CDS	627				hypothetical protein
HNJIGEIF_03146	CDS	513				hypothetical protein
HNJIGEIF_03147	CDS	198				hypothetical protein
HNJIGEIF_03148	CDS	252				hypothetical protein
HNJIGEIF_03149	CDS	744				hypothetical protein
HNJIGEIF_03150	CDS	204				hypothetical protein
HNJIGEIF_03151	CDS	207				hypothetical protein
HNJIGEIF_03152	CDS	471				hypothetical protein
HNJIGEIF_03153	CDS	513				hypothetical protein
HNJIGEIF_03154	CDS	105				hypothetical protein
HNJIGEIF_03155	CDS	231				hypothetical protein
HNJIGEIF_03156	CDS	252				hypothetical protein
HNJIGEIF_03157	CDS	213				hypothetical protein
HNJIGEIF_03158	CDS	210				hypothetical protein
HNJIGEIF_03159	CDS	696				hypothetical protein
HNJIGEIF_03160	CDS	363				hypothetical protein
HNJIGEIF_03161	CDS	309				hypothetical protein
HNJIGEIF_03162	CDS	702				hypothetical protein
HNJIGEIF_03163	CDS	1686				hypothetical protein
HNJIGEIF_03164	CDS	207				hypothetical protein
HNJIGEIF_03165	CDS	423				hypothetical protein
HNJIGEIF_03166	CDS	627	fliA_2			RNA polymerase sigma factor FliA
HNJIGEIF_03167	CDS	1026				hypothetical protein
HNJIGEIF_03168	CDS	102				hypothetical protein
HNJIGEIF_03169	CDS	108				hypothetical protein
HNJIGEIF_03170	CDS	1218				hypothetical protein
HNJIGEIF_03171	CDS	3501				hypothetical protein
HNJIGEIF_03172	CDS	837				hypothetical protein
HNJIGEIF_03173	CDS	540				hypothetical protein
HNJIGEIF_03174	CDS	546				hypothetical protein
HNJIGEIF_03175	CDS	633				hypothetical protein
HNJIGEIF_03176	CDS	558				hypothetical protein
HNJIGEIF_03177	CDS	423				hypothetical protein
HNJIGEIF_03178	CDS	846				IS200/IS605 family transposase ISTel3
HNJIGEIF_03179	CDS	549				hypothetical protein
HNJIGEIF_03180	CDS	837	btsR_5		COG3279	Transcriptional regulatory protein BtsR
HNJIGEIF_03181	CDS	864				hypothetical protein
HNJIGEIF_03182	CDS	534				hypothetical protein
HNJIGEIF_03183	CDS	2475				hypothetical protein
HNJIGEIF_03184	CDS	237				hypothetical protein
HNJIGEIF_03185	CDS	180				hypothetical protein
HNJIGEIF_03186	CDS	1077				IS200/IS605 family transposase ISSoc1
HNJIGEIF_03187	CDS	165				hypothetical protein
HNJIGEIF_03188	CDS	237				hypothetical protein
HNJIGEIF_03189	CDS	231				hypothetical protein
HNJIGEIF_03190	CDS	195				hypothetical protein
HNJIGEIF_03191	CDS	303	relE2		COG3668	Toxin RelE2
HNJIGEIF_03192	CDS	375				hypothetical protein
HNJIGEIF_03193	CDS	114				hypothetical protein
HNJIGEIF_03194	CDS	192				hypothetical protein
HNJIGEIF_03195	CDS	324				hypothetical protein
HNJIGEIF_03196	CDS	174				hypothetical protein
HNJIGEIF_03197	CDS	1389				hypothetical protein
HNJIGEIF_03198	CDS	99				hypothetical protein
HNJIGEIF_03199	CDS	273				hypothetical protein
HNJIGEIF_03200	CDS	102				hypothetical protein
HNJIGEIF_03201	CDS	381				hypothetical protein
HNJIGEIF_03202	CDS	339				hypothetical protein
HNJIGEIF_03203	CDS	288				hypothetical protein
HNJIGEIF_03204	CDS	1032			COG3039	IS5 family transposase ISAcma6
HNJIGEIF_03205	CDS	411				hypothetical protein
HNJIGEIF_03206	CDS	522				hypothetical protein
HNJIGEIF_03207	CDS	531				hypothetical protein
HNJIGEIF_03208	CDS	1800	hepA		COG1132	Heterocyst differentiation ATP-binding protein HepA
HNJIGEIF_03209	CDS	876				hypothetical protein
HNJIGEIF_03210	CDS	183				hypothetical protein
HNJIGEIF_03211	CDS	1032				IS630 family transposase ISBs2
HNJIGEIF_03212	CDS	204				hypothetical protein
HNJIGEIF_03213	CDS	303				hypothetical protein
HNJIGEIF_03214	CDS	912				hypothetical protein
HNJIGEIF_03215	CDS	897				hypothetical protein
HNJIGEIF_03216	CDS	1254	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
HNJIGEIF_03217	CDS	861				hypothetical protein
HNJIGEIF_03218	CDS	1023				hypothetical protein
HNJIGEIF_03219	CDS	1227	mshA_5	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
HNJIGEIF_03220	CDS	807				hypothetical protein
HNJIGEIF_03221	CDS	861				hypothetical protein
HNJIGEIF_03222	CDS	957				hypothetical protein
HNJIGEIF_03223	CDS	1056				hypothetical protein
HNJIGEIF_03224	CDS	858				hypothetical protein
HNJIGEIF_03225	CDS	1011	mshA_6	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
HNJIGEIF_03226	CDS	1341				hypothetical protein
HNJIGEIF_03227	CDS	1227	mshA_7	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
HNJIGEIF_03228	CDS	771				hypothetical protein
HNJIGEIF_03229	CDS	1209	mshA_8	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
HNJIGEIF_03230	CDS	1164	mshA_9	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
HNJIGEIF_03231	CDS	288				hypothetical protein
HNJIGEIF_03232	CDS	1077				IS200/IS605 family transposase ISSoc1
HNJIGEIF_03233	CDS	252				hypothetical protein
HNJIGEIF_03234	CDS	249				hypothetical protein
HNJIGEIF_03235	CDS	615	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
HNJIGEIF_03236	CDS	321	novN_1	2.1.3.12		Decarbamoylnovobiocin carbamoyltransferase
HNJIGEIF_03237	CDS	357				hypothetical protein
HNJIGEIF_03238	CDS	369				hypothetical protein
HNJIGEIF_03239	CDS	228				hypothetical protein
HNJIGEIF_03240	CDS	228				hypothetical protein
HNJIGEIF_03241	CDS	375				hypothetical protein
HNJIGEIF_03242	CDS	225				hypothetical protein
HNJIGEIF_03243	CDS	288				hypothetical protein
HNJIGEIF_03244	CDS	369				hypothetical protein
HNJIGEIF_03245	CDS	429				hypothetical protein
HNJIGEIF_03246	CDS	468				hypothetical protein
HNJIGEIF_03247	CDS	1215				IS200/IS605 family transposase ISTel3
HNJIGEIF_03248	CDS	1215	mshA_10	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
HNJIGEIF_03249	CDS	987	fcl_2	1.1.1.271	COG0451	GDP-L-fucose synthase
